Data;Hora Chegada;Chamada; Hora Chamada;Guiche;Tempo Espera
2016/02/26;20:08:03;A282;20:08:27;6;0
2016/02/26;20:08:08;E016;20:11:48;16;3
2016/02/26;20:11:46;A283;20:12:10;6;0
2016/02/26;20:12:47;A284;20:13:36;8;0
2016/02/26;20:14:59;A285;20:15:12;10;0
2016/02/26;20:15:03;A286;20:16:01;4;0
2016/02/26;20:19:15;A287;20:19:39;6;0
2016/02/26;20:21:33;A288;20:22:00;4;0
2016/02/26;20:27:23;E017;20:27:45;16;0
2016/02/26;20:30:19;A289;20:31:26;8;1
2016/02/26;20:30:22;A290;20:31:36;3;1
2016/02/26;20:30:25;A291;20:31:40;9;1
2016/02/26;20:30:27;A292;20:31:45;10;1
2016/02/26;20:33:17;A293;20:33:33;9;0
2016/02/26;20:36:22;A294;20:37:05;8;0
2016/02/26;20:36:43;A295;20:37:20;3;0
2016/02/26;20:36:46;A296;20:37:40;10;0
2016/02/26;20:37:22;A297;20:39:04;9;1
2016/02/26;20:39:09;A298;20:39:19;4;0
2016/02/26;20:39:13;A299;20:41:12;7;1
2016/02/26;20:39:50;A300;20:41:17;4;1
2016/02/26;20:40:03;A301;20:41:41;3;1
2016/02/26;20:42:11;A302;20:42:22;4;0
2016/02/26;20:44:26;A303;20:45:12;4;0
2016/02/26;20:45:23;A304;20:45:49;9;0
2016/02/26;20:45:40;A305;20:46:21;4;0
2016/02/26;20:45:44;A306;20:46:23;9;0
2016/02/26;20:46:54;A307;20:47:15;3;0
2016/02/26;20:46:59;A308;20:48:07;10;1
2016/02/26;20:47:04;A309;20:48:14;3;1
2016/02/26;20:47:07;A310;20:48:34;4;1
2016/02/26;20:47:23;A311;20:48:52;6;1
2016/02/26;20:47:41;A312;20:49:27;4;1
2016/02/26;20:47:53;A313;20:49:54;4;2
2016/02/26;20:47:57;A314;20:49:55;3;1
2016/02/26;20:48:17;A315;20:50:12;3;1
2016/02/26;20:48:31;A316;20:50:43;4;2
2016/02/26;20:49:16;A317;20:51:06;3;1
2016/02/26;20:49:23;A318;20:51:38;6;2
2016/02/26;20:49:30;A319;20:54:15;9;4
2016/02/26;20:49:41;A320;20:54:38;4;4
2016/02/26;20:50:37;A321;20:54:54;9;4
2016/02/26;20:51:09;A322;20:55:09;8;4
2016/02/26;20:51:17;A323;20:55:47;4;4
2016/02/26;20:52:00;A324;20:57:06;8;5
2016/02/26;20:52:06;A325;20:57:48;3;5
2016/02/26;20:52:12;A326;20:58:01;6;5
2016/02/26;20:52:54;A327;20:58:15;3;5
2016/02/26;20:53:12;A328;20:58:24;6;5
2016/02/26;20:53:17;A329;20:58:28;3;5
2016/02/26;20:53:21;A330;20:59:20;4;5
2016/02/26;20:53:23;A331;20:59:37;6;6
2016/02/26;20:53:29;A332;20:59:43;4;6
2016/02/26;20:53:32;A333;20:59:48;6;6
2016/02/26;20:53:39;A334;21:01:19;9;7
2016/02/26;20:54:19;A335;21:03:55;8;9
2016/02/26;20:54:37;A336;21:04:19;9;9
2016/02/26;20:54:44;A337;21:04:22;6;9
2016/02/26;20:55:24;A338;21:04:23;3;8
2016/02/26;20:55:33;A339;21:04:32;10;8
2016/02/26;20:55:55;A340;21:04:36;4;8
2016/02/26;20:56:36;A341;21:04:45;10;8
2016/02/26;20:56:51;EP012;20:59:25;16;2
2016/02/26;20:58:38;A342;21:04:57;4;6
2016/02/26;20:59:34;A343;21:07:54;6;8
2016/02/26;21:03:14;A344;21:08:05;6;4
2016/02/26;21:04:46;A345;21:08:13;6;3
2016/02/26;21:05:08;A346;21:08:20;3;3
2016/02/26;21:05:32;A347;21:08:26;10;2
2016/02/26;21:05:42;A348;21:08:29;3;2
2016/02/26;21:05:49;A349;21:08:34;8;2
2016/02/26;21:06:19;A350;21:09:07;10;2
2016/02/26;21:09:17;A351;21:09:24;4;0
2016/02/26;21:09:46;A352;21:10:05;7;0
2016/02/26;21:10:57;A353;21:11:51;9;0
2016/02/26;21:11:32;A354;21:13:32;9;2
2016/02/26;21:12:17;A355;21:13:46;9;1
2016/02/26;21:12:57;A356;21:14:05;9;1
2016/02/26;21:13:13;A357;21:14:14;9;1
2016/02/26;21:13:38;A358;21:15:26;7;1
2016/02/26;21:13:45;A359;21:15:51;4;2
2016/02/26;21:14:55;A360;21:17:27;3;2
2016/02/26;21:18:00;A361;21:19:08;10;1
2016/02/26;21:19:07;A362;21:19:34;9;0
2016/02/26;21:19:12;A363;21:20:23;8;1
2016/02/26;21:22:41;A364;21:22:51;8;0
2016/02/26;21:23:47;A365;21:24:25;8;0
2016/02/26;21:26:12;A366;21:26:30;9;0
2016/02/26;21:28:54;A367;21:29:19;7;0
2016/02/26;21:28:58;A368;21:31:34;10;2
2016/02/26;21:29:03;A369;21:33:04;7;4
2016/02/26;21:31:55;A370;21:33:53;9;1
2016/02/26;21:35:27;A371;21:36:10;8;0
2016/02/26;21:36:26;A372;21:36:58;10;0
2016/02/26;21:36:40;A373;21:37:09;8;0
2016/02/26;21:41:20;A374;21:41:46;8;0
2016/02/26;21:45:18;A375;21:45:27;9;0
2016/02/26;21:57:43;A376;21:57:53;4;0
2016/02/26;21:59:59;A377;22:00:05;8;0
2016/02/26;22:01:00;A378;22:02:54;8;1
2016/02/26;22:01:47;A379;22:02:55;9;1
2016/02/26;22:03:45;A380;22:04:36;4;0
2016/02/26;22:05:01;A381;22:05:09;4;0
2016/02/26;22:07:10;A382;22:07:22;10;0
2016/02/26;22:07:22;A383;22:09:24;4;2
2016/02/26;22:08:36;A384;22:09:29;9;0
2016/02/26;22:08:40;A385;22:09:57;10;1
2016/02/26;22:12:17;A386;22:12:31;10;0
2016/02/26;22:13:21;A387;22:13:25;4;0
2016/02/26;22:14:49;A388;22:15:17;9;0
2016/02/26;22:16:58;A389;22:17:45;10;0
2016/02/26;22:21:53;A390;22:22:00;8;0
2016/02/26;22:28:27;A391;22:29:46;8;1
2016/02/27;07:52:29;A001;07:53:14;2;0
2016/02/27;08:00:27;A002;08:00:29;6;0
2016/02/27;08:01:54;A003;08:03:03;2;1
2016/02/27;08:06:43;A004;08:06:46;4;0
2016/02/27;08:06:51;A005;08:07:04;2;0
2016/02/27;08:10:33;A006;08:10:35;4;0
2016/02/27;08:11:18;A007;08:11:24;2;0
2016/02/27;08:13:02;A008;08:13:05;6;0
2016/02/27;08:13:07;A009;08:13:30;2;0
2016/02/27;08:14:34;A010;08:14:39;6;0
2016/02/27;08:15:09;A011;08:15:21;6;0
2016/02/27;08:15:12;A012;08:15:27;2;0
2016/02/27;08:16:12;A013;08:17:47;6;1
2016/02/27;08:17:29;A014;08:17:52;6;0
2016/02/27;08:21:03;A015;08:21:06;6;0
2016/02/27;08:21:35;A016;08:21:45;2;0
2016/02/27;08:23:56;A017;08:23:58;2;0
2016/02/27;08:30:44;A018;08:30:46;4;0
2016/02/27;08:40:13;A019;08:40:17;6;0
2016/02/27;08:52:02;A020;08:52:04;4;0
2016/02/27;08:52:36;A021;08:52:39;4;0
2016/02/27;08:52:49;A022;08:52:54;2;0
2016/02/27;09:08:47;E001;09:08:50;6;0
2016/02/27;09:09:28;A023;09:09:31;4;0
2016/02/27;09:27:30;A024;09:27:35;4;0
2016/02/27;09:27:57;A025;09:28:02;2;0
2016/02/27;09:29:35;A026;09:30:13;2;0
2016/02/27;09:37:31;A027;09:37:34;4;0
2016/02/27;09:43:58;A028;09:44:08;6;0
2016/02/27;09:44:24;A029;09:44:31;6;0
2016/02/27;09:46:39;A030;09:47:53;6;1
2016/02/27;09:53:41;A031;09:53:58;6;0
2016/02/27;09:58:10;A032;09:58:12;6;0
2016/02/27;09:58:16;A033;10:01:21;2;3
2016/02/27;09:58:21;A034;10:01:45;6;3
2016/02/27;09:58:34;A035;10:02:10;6;3
2016/02/27;10:00:31;A036;10:02:15;2;1
2016/02/27;10:01:36;A037;10:06:14;6;4
2016/02/27;10:03:29;A038;10:06:40;2;3
2016/02/27;10:03:34;E002;10:07:47;6;4
2016/02/27;10:03:47;A039;10:08:27;2;4
2016/02/27;10:04:42;A040;10:08:37;2;3
2016/02/27;10:05:45;A041;10:09:17;2;3
2016/02/27;10:06:15;A042;10:10:06;6;3
2016/02/27;10:06:42;A043;10:15:36;2;8
2016/02/27;10:07:05;A044;10:16:04;2;8
2016/02/27;10:07:43;A045;10:16:33;4;8
2016/02/27;10:10:09;A046;10:17:36;4;7
2016/02/27;10:10:17;A047;10:17:55;4;7
2016/02/27;10:10:21;A048;10:18:02;4;7
2016/02/27;10:13:22;A049;10:19:01;2;5
2016/02/27;10:14:21;A050;10:22:20;6;7
2016/02/27;10:16:05;A051;10:23:19;2;7
2016/02/27;10:16:33;A052;10:23:27;2;6
2016/02/27;10:20:58;E003;10:33:48;6;12
2016/02/27;10:21:10;A053;10:26:06;6;4
2016/02/27;10:21:21;A054;10:26:47;4;5
2016/02/27;10:21:56;A055;10:27:17;2;5
2016/02/27;10:25:18;A056;10:28:00;4;2
2016/02/27;10:27:58;A057;10:29:37;6;1
2016/02/27;10:29:00;A058;10:33:08;4;4
2016/02/27;10:34:10;A059;10:34:49;4;0
2016/02/27;10:38:04;A060;10:45:18;6;7
2016/02/27;10:38:07;A061;10:48:25;6;10
2016/02/27;10:43:50;A062;10:50:52;6;7
2016/02/27;10:49:52;AP001;10:50:47;4;0
2016/02/27;10:54:18;A063;10:55:21;2;1
2016/02/27;10:55:29;A064;10:55:51;6;0
2016/02/27;10:57:42;A065;10:58:50;2;1
2016/02/27;10:57:46;A066;11:00:20;2;2
2016/02/27;11:00:07;A067;11:04:00;4;3
2016/02/27;11:04:02;A068;11:08:51;4;4
2016/02/27;11:05:41;A069;11:09:41;2;4
2016/02/27;11:07:25;A070;11:10:58;2;3
2016/02/27;11:07:51;A071;11:11:18;6;3
2016/02/27;11:08:54;A072;11:12:41;6;3
2016/02/27;11:10:02;A073;11:13:32;2;3
2016/02/27;11:13:06;A074;11:16:31;2;3
2016/02/27;11:13:56;A075;11:17:45;6;3
2016/02/27;11:14:04;A076;11:18:53;2;4
2016/02/27;11:15:37;A077;11:19:22;2;3
2016/02/27;11:18:54;A078;11:19:30;6;0
2016/02/27;11:23:31;A079;11:23:34;4;0
2016/02/27;11:24:00;A080;11:24:38;2;0
2016/02/27;11:24:36;A081;11:28:14;2;3
2016/02/27;11:24:45;A082;11:28:24;2;3
2016/02/27;11:29:46;A083;11:29:48;4;0
2016/02/27;11:33:19;A084;11:34:08;2;0
2016/02/27;11:33:48;A085;11:35:36;4;1
2016/02/27;11:33:55;A086;11:36:30;4;2
2016/02/27;11:34:02;A087;11:36:59;2;2
2016/02/27;11:37:01;A088;11:39:53;2;2
2016/02/29;07:48:52;A001;07:52:04;2;3
2016/02/29;08:00:34;A002;08:00:36;4;0
2016/02/29;08:00:39;A003;08:00:56;2;0
2016/02/29;08:00:42;A004;08:01:41;6;0
2016/02/29;08:00:45;A005;08:01:47;4;1
2016/02/29;08:00:50;A006;08:02:05;2;1
2016/02/29;08:00:55;A007;08:06:03;2;5
2016/02/29;08:01:20;A008;08:10:59;4;9
2016/02/29;08:06:45;A009;08:16:52;2;10
2016/02/29;08:07:05;E001;08:11:31;16;4
2016/02/29;08:11:15;A010;08:16:58;2;5
2016/02/29;08:11:38;A011;08:17:43;6;6
2016/02/29;08:11:43;A012;08:17:49;6;6
2016/02/29;08:11:54;A013;08:19:26;6;7
2016/02/29;08:17:34;A014;08:20:42;4;3
2016/02/29;08:17:45;A015;08:21:15;6;3
2016/02/29;08:19:17;E002;08:19:20;16;0
2016/02/29;08:24:01;A016;08:24:08;4;0
2016/02/29;08:24:53;A017;08:25:05;2;0
2016/02/29;08:32:30;A018;08:32:36;4;0
2016/02/29;08:41:48;A019;08:41:48;2;0
2016/02/29;08:44:13;A020;08:44:15;6;0
2016/02/29;08:46:45;EP001;08:56:03;4;9
2016/02/29;08:48:03;AP001;08:48:14;4;0
2016/02/29;08:59:54;A021;09:00:00;6;0
2016/02/29;09:04:26;A022;09:06:09;4;1
2016/02/29;09:04:32;E003;09:04:38;16;0
2016/02/29;09:06:24;A023;09:06:28;4;0
2016/02/29;09:07:17;A024;09:07:32;2;0
2016/02/29;09:08:21;A025;09:08:32;6;0
2016/02/29;09:12:15;A026;09:14:06;2;1
2016/02/29;09:15:27;A027;09:16:05;4;0
2016/02/29;09:15:31;A028;09:19:44;6;4
2016/02/29;09:17:46;A029;09:19:50;6;2
2016/02/29;09:24:21;A030;09:24:27;4;0
2016/02/29;09:24:32;A031;09:25:08;4;0
2016/02/29;09:25:03;A032;09:25:21;2;0
2016/02/29;09:27:52;A033;09:28:53;2;1
2016/02/29;09:28:23;A034;09:30:53;4;2
2016/02/29;09:37:50;A035;09:38:03;6;0
2016/02/29;09:42:50;A036;09:42:51;6;0
2016/02/29;09:42:55;A037;09:44:18;6;1
2016/02/29;09:43:20;A038;09:47:43;4;4
2016/02/29;09:47:40;A039;09:48:07;6;0
2016/02/29;09:52:23;A040;09:52:39;6;0
2016/02/29;09:52:35;A041;09:55:29;4;2
2016/02/29;09:52:57;A042;09:56:14;2;3
2016/02/29;09:53:52;A043;09:58:11;2;4
2016/02/29;09:53:55;A044;09:59:16;6;5
2016/02/29;09:53:58;A045;10:01:28;2;7
2016/02/29;09:55:36;A046;10:01:34;2;5
2016/02/29;09:56:15;A047;10:01:43;6;5
2016/02/29;09:58:06;A048;10:01:46;4;3
2016/02/29;09:58:17;A049;10:02:41;4;4
2016/02/29;09:59:19;A050;10:06:08;6;6
2016/02/29;10:01:27;A051;10:09:18;2;7
2016/02/29;10:03:45;A052;10:10:46;6;7
2016/02/29;10:04:00;A053;10:12:25;6;8
2016/02/29;10:05:18;A054;10:12:34;6;7
2016/02/29;10:10:35;A055;10:13:50;2;3
2016/02/29;10:15:41;A056;10:15:44;2;0
2016/02/29;10:24:06;A057;10:24:12;6;0
2016/02/29;10:24:56;A058;10:25:04;6;0
2016/02/29;10:25:13;A059;10:25:38;2;0
2016/02/29;10:26:05;A060;10:26:24;2;0
2016/02/29;10:27:06;A061;10:28:36;2;1
2016/02/29;10:32:14;A062;10:32:17;6;0
2016/02/29;10:39:44;A063;10:39:50;4;0
2016/02/29;10:39:51;A064;10:40:02;6;0
2016/02/29;10:40:14;A065;10:41:09;4;0
2016/02/29;10:43:07;A066;10:43:48;2;0
2016/02/29;10:43:21;A067;10:44:15;6;0
2016/02/29;10:44:22;A068;10:45:36;2;1
2016/02/29;10:46:33;A069;10:50:21;6;3
2016/02/29;10:53:48;A070;10:56:30;4;2
2016/02/29;10:58:04;A071;10:58:27;6;0
2016/02/29;11:00:08;A072;11:00:34;2;0
2016/02/29;11:03:35;A073;11:07:31;6;3
2016/02/29;11:04:21;AP002;11:05:46;2;1
2016/02/29;11:05:54;A074;11:08:49;6;2
2016/02/29;11:11:03;A075;11:11:53;6;0
2016/02/29;11:13:35;A076;11:13:40;4;0
2016/02/29;11:15:56;A077;11:16:06;4;0
2016/02/29;11:16:47;A078;11:18:37;2;1
2016/02/29;11:17:11;A079;11:18:42;6;1
2016/02/29;11:25:37;A080;11:25:48;6;0
2016/02/29;11:25:53;A081;11:26:20;6;0
2016/02/29;11:25:59;A082;11:26:24;2;0
2016/02/29;11:28:56;A083;11:28:59;6;0
2016/02/29;11:29:49;A084;11:29:56;4;0
2016/02/29;11:31:01;A085;11:31:26;2;0
2016/02/29;11:31:12;A086;11:32:18;2;1
2016/02/29;11:37:42;A087;11:37:45;6;0
2016/02/29;11:39:40;A088;11:39:43;4;0
2016/02/29;11:41:49;A089;11:43:23;4;1
2016/02/29;11:42:21;A090;11:45:58;6;3
2016/02/29;11:43:22;A091;11:46:31;6;3
2016/02/29;11:45:02;A092;11:47:05;4;2
2016/02/29;11:50:33;A093;11:50:40;6;0
2016/02/29;11:51:36;A094;11:51:54;6;0
2016/02/29;12:59:59;A095;13:00:29;4;0
2016/02/29;13:00:04;A096;13:00:49;3;0
2016/02/29;13:00:09;E004;13:06:37;16;6
2016/02/29;13:00:14;E005;13:06:46;6;6
2016/02/29;13:00:21;A097;13:04:07;4;3
2016/02/29;13:04:43;A098;13:04:47;3;0
2016/02/29;13:04:48;A099;13:05:10;1;0
2016/02/29;13:06:35;A100;13:06:49;2;0
2016/02/29;13:08:22;A101;13:08:25;6;0
2016/02/29;13:08:39;A102;13:09:02;3;0
2016/02/29;13:10:19;A103;13:10:27;5;0
2016/02/29;13:11:02;A104;13:11:06;6;0
2016/02/29;13:12:09;A105;13:12:32;4;0
2016/02/29;13:18:34;A106;13:18:36;1;0
2016/02/29;13:19:08;A107;13:19:19;5;0
2016/02/29;13:21:25;A108;13:21:44;4;0
2016/02/29;13:25:51;E006;13:26:24;16;0
2016/02/29;13:27:07;A109;13:27:23;1;0
2016/02/29;13:29:27;A110;13:29:28;5;0
2016/02/29;13:29:43;A111;13:30:05;2;0
2016/02/29;13:37:31;A112;13:37:39;2;0
2016/02/29;13:38:14;E007;13:38:30;4;0
2016/02/29;13:39:23;A113;13:41:12;2;1
2016/02/29;13:39:30;A114;13:41:33;1;2
2016/02/29;13:39:36;A115;13:41:47;2;2
2016/02/29;13:39:39;A116;13:41:49;5;2
2016/02/29;13:41:00;A117;13:41:51;1;0
2016/02/29;13:55:14;A118;13:55:18;2;0
2016/02/29;13:59:31;A119;13:59:38;1;0
2016/02/29;14:01:03;A120;14:01:08;5;0
2016/02/29;14:03:30;A121;14:04:27;4;0
2016/02/29;14:04:51;A122;14:05:10;2;0
2016/02/29;14:07:25;A123;14:07:39;4;0
2016/02/29;14:13:05;A124;14:13:08;1;0
2016/02/29;14:13:17;A125;14:13:19;2;0
2016/02/29;14:13:41;A126;14:14:05;4;0
2016/02/29;14:15:28;A127;14:15:50;4;0
2016/02/29;14:16:21;A128;14:16:38;1;0
2016/02/29;14:19:02;A129;14:19:27;5;0
2016/02/29;14:20:30;A130;14:20:36;2;0
2016/02/29;14:20:40;A131;14:20:56;4;0
2016/02/29;14:20:54;A132;14:21:39;2;0
2016/02/29;14:23:34;A133;14:23:44;1;0
2016/02/29;14:27:07;A134;14:27:38;5;0
2016/02/29;14:27:48;A135;14:28:00;4;0
2016/02/29;14:32:20;A136;14:32:43;5;0
2016/02/29;14:37:37;A137;14:37:41;1;0
2016/02/29;14:43:16;A138;14:43:22;4;0
2016/02/29;14:45:08;A139;14:45:11;2;0
2016/02/29;14:48:03;A140;14:48:37;5;0
2016/02/29;14:48:33;A141;14:49:32;5;0
2016/02/29;14:55:27;A142;15:00:46;1;5
2016/02/29;15:00:38;A143;15:02:40;5;2
2016/02/29;15:02:24;A144;15:03:12;2;0
2016/02/29;15:02:51;A145;15:03:20;4;0
2016/02/29;15:02:57;A146;15:03:31;2;0
2016/02/29;15:13:07;A147;15:13:35;2;0
2016/02/29;15:15:53;A148;15:19:46;4;3
2016/02/29;15:18:18;A149;15:23:14;4;4
2016/02/29;15:22:20;E008;15:26:11;5;3
2016/02/29;15:23:20;A150;15:23:33;4;0
2016/02/29;15:27:09;A151;15:28:18;2;1
2016/02/29;15:28:14;A152;15:30:38;2;2
2016/02/29;15:28:50;E009;15:31:24;5;2
2016/02/29;15:30:33;A153;15:31:09;4;0
2016/02/29;15:31:20;A154;15:33:43;2;2
2016/02/29;15:34:30;A155;15:36:03;2;1
2016/02/29;15:35:41;A156;15:36:06;2;0
2016/02/29;15:39:28;A157;15:39:47;4;0
2016/02/29;15:39:47;E010;15:40:46;2;0
2016/02/29;15:41:00;A158;15:41:24;5;0
2016/02/29;15:45:22;A159;15:53:00;1;7
2016/02/29;15:49:02;A160;15:53:05;2;4
2016/02/29;15:53:17;A161;15:55:43;4;2
2016/02/29;15:54:46;A162;15:56:07;4;1
2016/02/29;15:55:17;A163;15:57:59;5;2
2016/02/29;15:55:50;A164;16:01:46;5;5
2016/02/29;15:56:19;AP003;15:56:46;2;0
2016/02/29;15:57:32;A165;16:05:09;2;7
2016/02/29;16:08:08;E011;16:09:32;5;1
2016/02/29;16:24:00;A166;16:24:02;2;0
2016/02/29;16:24:27;A167;16:25:15;5;0
2016/02/29;16:24:36;A168;16:26:19;5;1
2016/02/29;16:27:02;A169;16:31:30;5;4
2016/02/29;16:29:16;A170;16:35:40;5;6
2016/02/29;16:31:17;A171;16:35:56;10;4
2016/02/29;16:31:39;A172;16:40:50;9;9
2016/02/29;16:43:32;A173;16:44:36;9;1
2016/02/29;16:44:00;A174;16:45:09;9;1
2016/02/29;16:45:02;A175;16:49:53;5;4
2016/02/29;16:49:21;A176;16:52:30;10;3
2016/02/29;16:50:20;A177;16:54:24;8;4
2016/02/29;16:55:17;A178;16:55:53;5;0
2016/02/29;16:58:09;A179;16:58:14;9;0
2016/02/29;17:08:02;A180;17:08:15;9;0
2016/02/29;17:16:07;A181;17:16:28;8;0
2016/02/29;17:17:08;A182;17:17:40;9;0
2016/02/29;17:18:32;A183;17:19:26;7;0
2016/02/29;17:21:02;A184;17:21:13;7;0
2016/02/29;17:21:30;A185;17:21:35;8;0
2016/02/29;17:27:35;A186;17:27:40;10;0
2016/02/29;17:27:45;A187;17:29:19;8;1
2016/02/29;17:30:39;A188;17:30:50;7;0
2016/02/29;17:32:03;A189;17:32:41;10;0
2016/02/29;17:34:01;A190;17:34:48;10;0
2016/02/29;17:37:32;A191;17:38:10;8;0
2016/02/29;17:38:55;A192;17:39:26;10;0
2016/02/29;17:39:35;A193;17:39:50;9;0
2016/02/29;17:39:43;A194;17:41:34;10;1
2016/02/29;17:40:45;A195;17:44:02;8;3
2016/02/29;17:41:32;A196;17:44:03;9;2
2016/02/29;17:41:52;A197;17:44:52;4;3
2016/02/29;17:44:36;A198;17:46:02;7;1
2016/02/29;17:50:11;A199;17:50:48;6;0
2016/02/29;17:50:16;A200;17:51:29;9;1
2016/02/29;17:54:13;A201;17:54:37;6;0
2016/02/29;17:54:37;A202;17:55:02;4;0
2016/02/29;17:56:20;A203;17:56:47;8;0
2016/02/29;17:57:05;A204;17:57:23;6;0
2016/02/29;17:59:16;A205;17:59:25;8;0
2016/02/29;18:00:31;A206;18:00:32;6;0
2016/02/29;18:01:48;E012;18:02:11;4;0
2016/02/29;18:02:11;A207;18:02:15;6;0
2016/02/29;18:02:33;A208;18:03:28;6;0
2016/02/29;18:02:49;E013;18:09:38;8;6
2016/02/29;18:03:26;A209;18:03:34;10;0
2016/02/29;18:04:46;A210;18:05:38;7;0
2016/02/29;18:06:38;A211;18:06:39;7;0
2016/02/29;18:06:53;AP004;18:07:13;6;0
2016/02/29;18:07:25;A212;18:07:57;4;0
2016/02/29;18:09:50;A213;18:10:08;10;0
2016/02/29;18:10:11;A214;18:12:53;6;2
2016/02/29;18:10:16;A215;18:13:24;9;3
2016/02/29;18:13:11;A216;18:13:38;10;0
2016/02/29;18:14:28;A217;18:14:30;7;0
2016/02/29;18:14:57;A218;18:15:17;7;0
2016/02/29;18:17:06;A219;18:17:35;4;0
2016/02/29;18:17:14;A220;18:19:23;9;2
2016/02/29;18:17:43;A221;18:20:38;7;2
2016/02/29;18:18:35;A222;18:22:06;4;3
2016/02/29;18:18:55;A223;18:22:18;7;3
2016/02/29;18:19:16;A224;18:23:38;4;4
2016/02/29;18:20:21;A225;18:24:17;4;3
2016/02/29;18:20:48;A226;18:25:29;4;4
2016/02/29;18:22:50;A227;18:26:00;10;3
2016/02/29;18:23:18;A228;18:26:03;7;2
2016/02/29;18:23:37;A229;18:27:27;7;3
2016/02/29;18:24:04;A230;18:31:44;10;7
2016/02/29;18:24:07;A231;18:31:57;9;7
2016/02/29;18:24:17;A232;18:33:23;7;9
2016/02/29;18:25:29;A233;18:36:47;4;11
2016/02/29;18:25:46;A234;18:37:35;9;11
2016/02/29;18:27:05;A235;18:40:06;9;13
2016/02/29;18:27:31;A236;18:41:11;7;13
2016/02/29;18:27:37;E014;18:46:48;16;19
2016/02/29;18:27:42;A237;18:41:40;4;13
2016/02/29;18:28:35;A238;18:42:18;10;13
2016/02/29;18:30:20;A239;18:42:31;7;12
2016/02/29;18:30:55;A240;18:42:49;6;11
2016/02/29;18:31:35;A241;18:42:53;10;11
2016/02/29;18:34:17;A242;18:43:19;7;9
2016/02/29;18:34:24;A243;18:44:26;9;10
2016/02/29;18:34:37;A244;18:46:09;10;11
2016/02/29;18:34:49;A245;18:46:58;10;12
2016/02/29;18:35:15;A246;18:47:25;6;12
2016/02/29;18:35:56;A247;18:48:37;10;12
2016/02/29;18:36:03;A248;18:49:41;4;13
2016/02/29;18:36:12;A249;18:49:50;9;13
2016/02/29;18:39:17;A250;18:50:11;7;10
2016/02/29;18:39:29;E015;18:50:09;16;10
2016/02/29;18:39:43;A251;18:51:17;4;11
2016/02/29;18:39:48;A252;18:51:21;6;11
2016/02/29;18:40:03;A253;18:51:48;7;11
2016/02/29;18:40:09;A254;18:52:16;4;12
2016/02/29;18:40:50;A255;18:52:49;4;11
2016/02/29;18:41:07;A256;18:53:46;4;12
2016/02/29;18:41:18;A257;18:54:22;4;13
2016/02/29;18:41:52;A258;18:54:38;6;12
2016/02/29;18:42:50;A259;18:55:07;10;12
2016/02/29;18:44:08;A260;18:55:32;10;11
2016/02/29;18:45:53;A261;18:56:30;10;10
2016/02/29;18:45:59;A262;18:56:46;8;10
2016/02/29;18:47:01;A263;18:56:51;10;9
2016/02/29;18:47:50;A264;18:57:14;9;9
2016/02/29;18:47:59;A265;18:57:53;8;9
2016/02/29;18:48:45;A266;18:58:19;7;9
2016/02/29;18:50:43;A267;18:59:38;10;8
2016/02/29;18:50:53;A268;19:00:16;6;9
2016/02/29;18:50:58;A269;19:02:12;9;11
2016/02/29;18:51:31;A270;19:02:38;9;11
2016/02/29;18:51:45;EP002;18:56:08;16;4
2016/02/29;18:51:54;A271;19:02:59;7;11
2016/02/29;18:52:42;A272;19:03:16;7;10
2016/02/29;18:53:27;A273;19:03:33;7;10
2016/02/29;18:54:12;A274;19:03:43;4;9
2016/02/29;18:55:34;A275;19:06:19;8;10
2016/02/29;18:55:39;A276;19:07:10;8;11
2016/02/29;18:55:54;A277;19:07:56;8;12
2016/02/29;18:56:26;A278;19:09:29;7;13
2016/02/29;18:56:48;A279;19:10:13;9;13
2016/02/29;18:57:00;A280;19:10:31;8;13
2016/02/29;18:57:10;E016;19:17:48;16;20
2016/02/29;18:57:45;A281;19:10:34;9;12
2016/02/29;18:57:54;A282;19:10:37;6;12
2016/02/29;18:57:58;A283;19:10:48;6;12
2016/02/29;18:58:21;A284;19:11:01;8;12
2016/02/29;18:58:38;A285;19:11:23;4;12
2016/02/29;18:58:44;A286;19:14:02;4;15
2016/02/29;18:59:01;EP003;19:17:37;16;18
2016/02/29;18:59:22;A287;19:14:03;7;14
2016/02/29;18:59:30;A288;19:14:05;6;14
2016/02/29;18:59:47;A289;19:14:22;6;14
2016/02/29;18:59:53;A290;19:14:44;6;14
2016/02/29;18:59:57;A291;19:15:14;4;15
2016/02/29;19:00:01;A292;19:15:18;10;15
2016/02/29;19:00:06;A293;19:15:25;9;15
2016/02/29;19:01:07;A294;19:15:55;10;14
2016/02/29;19:01:19;E017;19:18:18;16;16
2016/02/29;19:02:09;A295;19:16:36;7;14
2016/02/29;19:02:41;A296;19:17:39;6;14
2016/02/29;19:02:55;A297;19:18:05;16;15
2016/02/29;19:03:10;E018;19:24:47;16;21
2016/02/29;19:04:07;A298;19:18:53;8;14
2016/02/29;19:04:29;E019;19:26:21;16;21
2016/02/29;19:04:36;A299;19:19:09;4;14
2016/02/29;19:04:47;A300;19:19:26;4;14
2016/02/29;19:05:13;A301;19:20:02;10;14
2016/02/29;19:06:09;E020;19:31:52;16;25
2016/02/29;19:06:28;A302;19:20:21;10;13
2016/02/29;19:07:40;A303;19:22:24;9;14
2016/02/29;19:07:52;E021;19:35:52;16;28
